TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-09-03,2024-09-03,CM,BSE,STK,533149,INE143K01019,YUNIKM,X,,,,,Yunik Managing Advisors Limite,13.15,13.72,13.15,13.71,13.71,13.73,,13.71,,,779,10274.00,21,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533150,INE484J01027,GODREJPROP,A,,,,,GODREJ PROPERTIES LTD,2889.00,2947.65,2884.90,2892.80,2899.65,2888.50,,2892.75,,,8864,25795070.00,2363,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533151,INE950I01011,DBCORP,B,,,,,D B CORP LTD,340.00,340.00,328.05,332.65,332.40,328.35,,332.80,,,5728,1901722.00,303,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533152,INE912H01013,MBLINFRA,T,,,,,MBL Infrastructure Ltd,65.15,65.16,65.15,65.16,65.16,66.47,,65.16,,,3199,208415.00,12,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533155,INE797F01020,JUBLFOOD,A,,,,,JUBILANT FOODWORKS LTD,649.25,654.70,649.00,654.10,654.50,649.25,,654.20,,,8496,5541520.00,706,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533156,INE893I01013,VASCONEQ,A,,,,,VASCON ENGINEERS LTD,69.19,69.83,68.68,68.80,68.75,69.27,,68.79,,,88673,6128046.00,800,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533158,INE085J01014,THANGAMAYL,B,,,,,THANGAMAYIL JEWELLERY LTD,2236.40,2375.00,2206.05,2322.50,2291.55,2235.40,,2321.60,,,23235,53072532.00,3186,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533160,INE879I01012,DBREALTY,A,,,,,VALOR ESTATE LIMITED,193.40,195.90,192.30,193.15,193.15,193.30,,193.07,,,88763,17182300.00,1559,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533161,INE753K01015,EMMBI,B,,,,,EMMBI INDUSTRIES LTD,131.85,131.85,126.70,128.40,128.35,127.35,,128.45,,,63578,8184683.00,1517,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533162,INE982F01036,HATHWAY,A,,,,,HATHWAY CABLE & DATACOM LTD,20.90,20.98,20.65,20.67,20.67,20.91,,20.66,,,691849,14349382.00,3008,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533163,INE267I01010,ARSSINFRA,T,,,,,ARSS INFRASTRUCTURE PROJECTS L,19.85,19.85,18.90,18.90,18.90,19.02,,18.90,,,710,13428.00,10,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533164,INE141K01013,TEXMOPIPES,B,,,,,TEXMO PIPES & PRODUCTS LTD.,74.10,76.10,74.10,74.57,74.52,75.68,,74.79,,,8880,661406.00,66,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533166,INE108E01023,SUNDARAM,T,,,,,SUNDARAM MULTI PAP LTD.,3.02,3.02,2.90,2.94,2.94,2.96,,2.96,,,215020,633050.00,330,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533168,INE847C01020,ROSSELLIND,B,,,,,ROSSELL INDIA LTD.,594.30,599.15,566.60,570.45,577.55,591.80,,572.25,,,8215,4764578.00,838,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533169,INE949H01023,MANINFRA,A,,,,,MAN INFRACONSTRUCTION LTD.,192.20,197.70,191.15,192.10,192.60,194.65,,192.23,,,62298,12053826.00,1380,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533170,INE864J01012,TAMBOLIIN,X,,,,,TAMBOLI INDUSTRIES LIMITED,154.95,154.95,150.00,151.20,150.55,153.25,,151.20,,,6117,926665.00,37,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533172,INF205K01361,IVZINGOLD,E,,,,,INVESCO India Gold Exchange Tr,6293.00,6315.00,6285.01,6290.34,6286.00,6295.00,,6307.65,,,340,2139134.00,27,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533177,INE975G01012,IL&FSTRANS,Z,,,,,IL&FS TRANSPORTATION NETWORKS,7.17,7.17,7.17,7.17,7.17,7.31,,7.17,,,13515,96902.00,18,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533179,INE262H01021,PERSISTENT,A,,,,,PERSISTENT SYSTEMS LTD.,5221.85,5321.45,5187.90,5289.20,5285.00,5204.85,,5290.65,,,7349,38749406.00,1258,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533181,INE566K01011,ISFT,B,,,,,INTRASOFT TECHNOLOGIES LTD.,175.95,191.40,169.95,179.15,179.15,175.95,,179.30,,,250490,45476895.00,5793,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533189,INE516K01024,GOENKA,Z,,,,,GOENKA DIAMOND & JEWELS LTD.,0.91,0.95,0.89,0.90,0.90,0.91,,0.89,,,115008,106572.00,78,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533192,INE790B01024,KCPSUGIND,T,,,,,KCP SUGAR & INDUSTRIES CORPORA,52.51,55.00,51.00,51.95,53.00,53.27,,52.25,,,53581,2842240.00,252,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533193,INE134B01017,KECL,B,,,,,KIRLOSKAR ELECTRIC COMPANY LTD,201.00,203.70,198.35,199.70,199.30,199.70,,199.52,,,27139,5436824.00,459,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533202,INE639K01016,SATCH,XT,,,,,SATCHMO HOLDINGS LIMITED,5.44,5.44,5.04,5.05,5.20,5.30,,5.05,,,159282,820804.00,185,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533203,INE747K01017,TARAPUR,T,,,,,TARAPUR TRANSFORMERS LTD,18.73,18.73,18.73,18.73,18.73,18.37,,18.73,,,805,15077.00,6,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533206,INE002L01015,SJVN,A,,,,,SJVN LTD,136.50,136.95,135.00,135.60,135.60,136.45,,135.77,,,597740,81058112.00,9056,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533208,INE830C01026,EMAMIPAP,B,,,,,EMAMI PAPER MILLS LTD.,130.70,131.00,128.40,129.25,130.55,130.05,,129.40,,,12345,1603415.00,387,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533210,INE798K01010,KRITINUT,T,,,,,KRITI NUTRIENTS LTD,139.15,143.00,135.30,137.30,136.20,139.10,,137.01,,,5529,777788.00,71,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533212,INE265D01015,GKB,X,,,,,GKB OPHTHALMICS LTD.,118.90,122.00,115.10,117.80,121.35,116.10,,117.80,,,4830,568487.00,70,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533217,INE871K01015,HMVL,B,,,,,HINDUSTAN MEDIA VENTURES LTD.,93.30,94.12,92.50,93.17,93.40,93.30,,92.96,,,7214,673196.00,294,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533218,INE778K01012,EMAMIREAL,B,,,,,EMAMI REALTY LIMITED,120.10,120.30,116.20,118.10,117.95,119.70,,117.47,,,10546,1243900.00,350,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533227,INE926K01017,AHLEAST,B,,,,,ASIAN HOTELS (EAST) LTD.,134.00,136.00,133.65,135.70,135.50,134.65,,135.79,,,1065,144211.00,58,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533229,INE933K01021,BAJAJCON,A,,,,,BAJAJ CONSUMER CARE LIMITED,276.00,283.65,270.10,280.40,280.40,270.45,,281.10,,,113950,31724723.00,3203,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533230,INF179KC1981,HDFCGOLD,E,,,,,HDFC MUTUAL FUND - HDFC GOLD E,62.33,62.34,61.93,62.24,62.25,62.18,,62.23,,,128063,7941038.00,566,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533239,INE696K01024,PRAKASHSTL,T,,,,,PRAKASH STEELAGE LTD.,9.56,9.56,9.29,9.29,9.29,9.38,,9.29,,,81965,777410.00,128,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533244,INF109KC1NT3,GOLDIETF,E,,,,,ICICI Prudential Gold ETF,62.49,62.49,61.95,62.21,62.21,62.20,,62.30,,,81945,5090587.00,745,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533248,INE517F01014,GPPL,A,,,,,GUJARAT PIPAVAV PORT LTD.,230.00,231.45,227.85,228.70,228.70,227.95,,228.68,,,115410,26486725.00,2210,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533252,INE389K01018,WELINV,B,,,,,WELSPUN INVESTMENTS AND COMMER,1047.00,1060.60,1045.00,1054.50,1060.60,1047.00,,1058.25,,,70,73686.00,37,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533259,INE019J01013,SASTASUNDR,B,,,,,Sastasundar Ventures Limited,320.75,320.75,308.00,308.80,309.75,311.15,,309.25,,,684,214175.00,62,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533260,INE521J01018,CAREERP,T,,,,,CAREER POINT LTD.,505.00,505.00,494.00,498.00,498.00,509.85,,497.50,,,881,442491.00,21,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533261,INE416L01017,EROSMEDIA,B,,,,,EROS INTERNATIONAL MEDIA LTD.,18.16,18.26,18.00,18.11,18.03,18.13,,18.09,,,23973,434204.00,237,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533262,INE874I01013,RAMKY,A,,,,,RAMKY INFRASTRUCTURE LTD.,710.20,719.10,694.10,696.60,694.10,696.25,,698.20,,,5359,3775680.00,613,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533263,INE999K01014,GREENPOWER,B,,,,,ORIENT GREEN POWER COMPANY LTD,20.55,20.62,20.05,20.17,20.17,20.49,,20.16,,,574270,11664097.00,2844,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533267,INE068L01024,CANTABIL,B,,,,,CANTABIL RETAIL INDIA LTD.,250.00,250.00,242.05,243.45,244.85,246.50,,243.26,,,6822,1669204.00,290,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533268,INE351L01016,SEATV,XT,,,,,SEA TV NETWORK LTD.,10.29,10.29,10.29,10.29,10.29,10.49,,10.29,,,4067,41849.00,55,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533269,INE956G01038,WABAG,A,,,,,VA TECH WABAG LTD.,1298.60,1298.60,1258.40,1267.25,1274.80,1255.55,,1266.15,,,9368,11943492.00,739,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533270,INE844K01012,BEDMUTHA,B,,,,,BEDMUTHA INDUSTRIES LTD.,226.05,226.05,216.95,220.70,222.60,227.20,,220.42,,,3428,758366.00,281,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533271,INE442H01029,ASHOKA,A,,,,,ASHOKA BUILDCON LTD.,231.25,237.50,230.60,235.05,235.05,232.00,,235.33,,,93331,21855820.00,2464,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533272,INE209L01016,JWL,A,,,,,JUPITER WAGONS LIMITED,555.75,559.90,544.05,547.00,547.00,555.45,,547.15,,,36715,20149557.00,1372,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533273,INE093I01010,OBEROIRLTY,A,,,,,OBEROI REALTY LTD.,1755.00,1789.65,1753.90,1769.05,1769.05,1761.15,,1768.20,,,8208,14575069.00,1002,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533274,INE811K01011,PRESTIGE,A,,,,,PRESTIGE ESTATES PROJECTS LTD.,1780.75,1827.35,1771.00,1785.10,1785.10,1786.15,,1786.70,,,35240,63550654.00,2790,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533275,INE482J01021,SHAH,T,,,,,SHAH METACORP LIMITED,5.93,5.93,5.93,5.93,5.93,6.05,,5.93,,,96332,571248.00,97,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533278,INE522F01014,COALINDIA,A,,,,,COAL INDIA LTD.,521.00,523.50,518.50,519.35,519.35,520.70,,519.60,,,99397,51714575.00,3260,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533282,INE024L01027,GRAVITA,A,,,,,GRAVITA INDIA LTD.,2229.90,2278.90,2186.15,2257.00,2257.00,2223.65,,2260.75,,,24365,54438144.00,2456,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533284,INE324L01013,RPPINFRA,T,,,,,RPP INFRA PROJECTS LTD.,213.80,224.35,208.50,222.80,224.00,213.70,,222.47,,,58662,12879002.00,514,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533285,INE245L01010,RDBRIL,XT,,,,,RDB REALTY & INFRASTRUCTURE LT,378.50,393.90,378.50,393.90,393.90,386.20,,393.90,,,64729,24670283.00,160,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533286,INE490G01020,MOIL,A,,,,,MOIL LTD.,385.95,390.95,383.00,388.25,388.25,382.25,,387.85,,,45142,17521198.00,1236,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533287,INE565L01011,ZEELEARN,T,,,,,ZEE LEARN LTD.,8.68,8.68,8.68,8.68,8.68,8.85,,8.68,,,20635,179111.00,72,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533289,INE096L01025,KTIL,XT,,,,,KESAR TERMINALS & INFRASTRUCTU,109.00,109.00,100.10,103.30,104.00,104.75,,103.30,,,985,103036.00,20,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533292,INE619I01012,A2ZINFRA,T,,,,,A2Z INFRA ENGINEERING LIMITED,17.00,17.66,16.98,17.66,17.66,17.32,,17.66,,,36768,632931.00,47,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533293,INE146L01010,KIRLOSENG,A,,,,,KIRLOSKAR OIL ENGINES LTD.,1370.95,1379.00,1336.60,1360.90,1365.00,1349.05,,1360.40,,,17299,23583187.00,1969,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533294,INE722J01012,RKDL,T,,,,,RAVI KUMAR DISTILLERIES LTD.,30.50,31.00,30.50,31.00,31.00,30.40,,31.00,,,3141,96307.00,12,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533295,INE608A01012,PSB,B,,,,,PUNJAB & SIND BANK,59.38,59.66,58.90,59.07,59.07,59.38,,59.07,,,130735,7733184.00,1412,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533296,INE360L01017,FMNL,T,,,,,FUTURE MARKET NETWORKS LTD.,12.28,12.28,12.28,12.28,12.28,11.70,,12.26,,,53789,660528.00,85,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533298,INE272L01022,SURANASOL,B,,,,,SURANA SOLAR LTD.,36.60,36.60,36.00,36.20,36.23,36.36,,36.13,,,17368,629405.00,327,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533302,INE029L01018,KICL,T,,,,,KALYANI INVESTMENT COMPANY LTD,6047.95,6047.95,5926.05,5929.10,5929.10,5888.65,,5985.85,,,17,100883.00,3,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533303,INE878K01010,BFINVEST,B,,,,,BF INVESTMENT LTD.,597.90,597.90,584.25,589.30,585.00,583.70,,588.10,,,3419,2013498.00,351,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533306,INE519C01017,SUMMITSEC,B,,,,,SUMMIT SECURITIES LTD.,2439.20,2495.00,2439.20,2479.00,2478.25,2430.35,,2477.20,,,343,848180.00,131,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533315,INE690J01011,INOVSYNTH,XT,,,,,INNOVASSYNTH INVESTMENTS LTD.,67.05,67.05,67.05,67.05,67.05,63.86,,67.05,,,113905,7637330.00,60,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533316,INE577L01016,STEL,T,,,,,STEL HOLDINGS LIMITED,490.95,499.00,490.95,499.00,499.00,490.00,,493.55,,,266,131481.00,9,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533317,INE474L01016,OMKARCHEM,Z,,,,,OMKAR SPECIALITY CHEMICALS LTD,9.44,9.44,9.44,9.44,9.44,9.93,,9.29,,,14357,135530.00,36,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533320,INE645L01011,JUBLINDS,B,,,,,JUBILANT INDUSTRIES LTD.,1721.60,1724.70,1684.00,1685.00,1684.00,1713.30,,1680.80,,,245,419261.00,78,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533326,INE621L01012,TEXRAIL,A,,,,,TEXMACO RAIL & ENGINEERING LTD,234.60,238.10,233.00,236.65,236.65,233.95,,236.69,,,63851,15104608.00,1194,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533329,INE611L01021,INDTERRAIN,B,,,,,INDIAN TERRAIN FASHIONS LTD.,61.06,62.63,60.81,61.51,60.84,61.34,,61.21,,,5740,353708.00,126,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533333,INE045J01026,FCL,A,,,,,FINEOTEX CHEMICAL LTD.,361.10,367.55,360.05,362.90,363.35,364.70,,362.30,,,18718,6828065.00,1057,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533336,INE320L01011,DHUNINV,B,,,,,DHUNSERI INVESTMENTS LTD.,1760.70,1850.30,1754.25,1830.00,1849.70,1755.80,,1827.65,,,1412,2541128.00,345,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533339,INE251B01027,ZENTEC,A,,,,,ZEN TECHNOLOGIES LTD.,1699.00,1709.55,1670.95,1677.60,1677.60,1685.50,,1677.55,,,39921,67413752.00,3712,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533343,INE597L01014,LOVABLE,T,,,,,LOVABLE LINGERIE LTD.,164.65,170.50,162.55,166.60,166.50,164.65,,166.18,,,3222,537030.00,62,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533344,INE560K01014,PFS,B,,,,,PTC INDIA FINANCIAL SERVICES L,56.42,57.10,55.95,56.42,57.00,55.98,,56.39,,,103704,5866783.00,1124,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533385,INF247L01AP3,MON100,E,,,,,MOTILAL OSWAL MOST SHARES NASD,161.00,161.44,159.00,159.14,159.14,159.88,,159.11,,,25936,4148720.00,570,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533398,INE414G01012,MUTHOOTFIN,A,,,,,MUTHOOT FINANCE LTD.,1983.05,1993.25,1943.00,1980.00,1970.80,1962.50,,1978.55,,,10810,21296514.00,1174,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533407,INE672K01025,CNOVAPETRO,XT,,,,,CIL NOVA PETROCHEMICALS LTD.,71.23,71.23,71.00,71.00,71.00,69.84,,71.00,,,8784,625633.00,34,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533408,INF209KB18D3,BSLGOLDETF,E,,,,,Aditya Birla Sun Life Mutual F,64.70,64.70,63.29,63.52,63.52,64.00,,63.56,,,12373,786314.00,225,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533427,INE932K01015,VMS,XT,,,,,VMS INDUSTRIES LTD.,54.00,55.00,53.80,54.11,54.11,54.86,,54.11,,,80042,4339613.00,687,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533451,INE725L01011,KARMAENG,T,,,,,KARMA ENERGY LTD.,86.65,86.65,83.26,83.27,83.27,86.65,,83.65,,,2590,217578.00,45,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533452,INE726L01019,DELPHIFX,T,,,,,DELPHI WORLD MONEY LIMITED,249.90,249.90,245.00,245.00,245.00,250.00,,245.00,,,638,158314.00,17,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533470,INE573K01025,RUSHIL,B,,,,,RUSHIL DECOR LTD.,37.28,37.81,36.67,36.94,37.00,37.27,,36.92,,,115769,4294483.00,847,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533477,INE130L01014,ENKEIWHEL,B,,,,,ENKEI WHEELS (INDIA) LTD.,671.70,679.75,657.00,660.00,660.00,672.25,,660.00,,,4682,3092584.00,114,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533482,INE524L01026,KRIDHANINF,T,,,,,KRIDHAN INFRA LIMITED,4.87,4.89,4.46,4.46,4.46,4.69,,4.47,,,30528,145511.00,54,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533506,INE878H01024,INVENTURE,B,,,,,INVENTURE GROWTH & SECURITIES,2.42,2.56,2.40,2.50,2.50,2.42,,2.51,,,3965313,9925152.00,1853,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533519,INE498L01015,LTF,A,,,,,L&T Finance Limited,171.40,173.90,170.85,172.40,172.05,170.85,,172.41,,,179830,31037807.00,2933,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533520,INE126M01010,YAARI,B,,,,,Yaari Digital Integrated Servi,13.81,13.81,13.02,13.02,13.07,13.70,,13.01,,,192746,2520568.00,612,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533540,INE040M01013,TREEHOUSE,B,,,,,TREE HOUSE EDUCATION & ACCESSO,22.97,23.00,22.50,22.80,22.90,23.00,,22.81,,,9235,210491.00,39,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533543,INE650L01011,BROOKS,T,,,,,BROOKS LABORATORIES LTD.,128.00,128.00,122.20,123.30,125.00,127.10,,123.77,,,3965,489843.00,61,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533552,INE895B01021,RUPA,B,,,,,RUPA & COMPANY LTD.,319.90,321.90,317.15,320.85,321.75,318.45,,320.45,,,13702,4384155.00,455,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533553,INE419M01027,TDPOWERSYS,A,,,,,T D POWER SYSTEMS LTD.,433.60,438.85,428.00,428.90,429.55,433.60,,429.15,,,20744,8979979.00,781,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533570,INF846K01W80,AXISGOLD,E,,,,,AXIS MUTUAL FUND - AXIS GOLD E,60.94,60.94,60.45,60.61,60.58,60.65,,60.66,,,13495,817390.00,232,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533573,INE901L01018,APLLTD,A,,,,,ALEMBIC PHARMACEUTICALS LTD.,1058.15,1078.75,1055.95,1066.75,1061.80,1069.65,,1066.85,,,3291,3523354.00,340,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533576,INE590L01019,VASWANI,B,,,,,VASWANI INDUSTRIES LTD.,51.66,52.63,50.64,51.64,51.40,51.67,,51.61,,,16380,849194.00,235,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533581,INE457L01029,PGEL,A,,,,,PG ELECTROPLAST LTD.,520.00,546.25,517.55,541.55,541.55,513.35,,541.70,,,70822,37919868.00,2349,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533602,INE050L01048,LESHAIND,X,,,,,LESHA INDUSTRIES LTD.,2.78,2.78,2.41,2.58,2.58,2.55,,2.58,,,10987161,29024767.00,2999,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533605,INE023M01027,SETUINFRA,Z,,,,,SETUBANDHAN INFRASTRUCTURE LIM,0.97,0.97,0.92,0.97,0.97,0.95,,0.97,,,63263,60471.00,75,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533608,INE123M01017,RDBRL,X,,,,,RDB RASAYANS LTD.,165.00,175.00,165.00,174.55,174.95,164.45,,174.55,,,18092,3118625.00,220,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533629,INE440L01017,TIJARIA,T,,,,,TIJARIA POLYPIPES LTD.,14.80,14.84,14.62,14.84,14.84,14.60,,14.84,,,16588,245311.00,24,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533632,INE912L01015,ONELIFECAP,T,,,,,ONELIFE CAPITAL ADVISORS LTD.,18.58,18.58,17.53,18.00,18.00,18.27,,18.01,,,1704,30584.00,19,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533638,INE060J01017,FLEXITUFF,T,,,,,FLEXITUFF VENTURES INTERNATION,75.09,75.09,75.09,75.09,75.09,76.62,,75.09,,,22621,1698610.00,24,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533655,INE152M01016,TRITURBINE,A,,,,,TRIVENI TURBINE LTD.,733.55,768.00,733.55,762.40,762.40,733.10,,762.25,,,118811,89658369.00,4464,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533676,INE337M01013,INDOTHAI,B,,,,,INDO THAI SECURITIES LTD.,463.95,465.45,452.20,465.30,464.00,443.30,,464.50,,,127751,59440961.00,632,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533704,INE122M01019,ESSARSHPNG,T,,,,,ESSAR SHIPPING LTD.,44.70,45.90,44.20,44.58,44.90,44.41,,44.67,,,17674,795155.00,170,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533719,INF397L01554,LICMFGOLD,E,,,,,IDBI MUTUAL FUND - IDBI GOLD E,6524.00,6545.00,6524.00,6541.00,6541.00,6538.00,,6535.60,,,110,718289.00,24,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533758,INE702C01027,APLAPOLLO,A,,,,,APL APOLLO TUBES LTD.,1439.00,1448.75,1424.00,1429.60,1430.95,1435.40,,1429.10,,,6009,8613364.00,830,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533761,INE390G01014,GPTINFRA,T,,,,,GPT INFRAPROJECTS LTD.,172.95,172.95,167.00,170.30,169.50,171.20,,170.94,,,16957,2883543.00,369,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533896,INE258M01011,FERVENTSYN,X,,,,,FERVENT SYNERGIES LTD.,21.19,22.70,21.02,21.74,21.74,21.57,,21.74,,,6674,146941.00,45,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533941,INE480M01011,THOMASCOTT,T,,,,,THOMAS SCOTT (INDIA) LIMITED,238.90,238.90,238.90,238.90,238.90,240.10,,238.90,,,47,11228.00,5,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,533982,INE482B01010,TERASOFT,T,,,,,TERA SOFTWARE LTD.,71.01,72.01,71.01,71.30,71.30,72.01,,71.30,,,4186,298148.00,30,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,534060,INE793G01035,PMCFIN,X,,,,,PMC FINCORP LIMITED,5.13,5.20,5.10,5.18,5.18,5.07,,5.18,,,3330156,17164796.00,3098,F1,1,,,,,
